细分二级品类,日期,产品,成交量,最高价,最低价
LDPE膜料,2024/12/11,2420E02|伊朗石化,25.5,10780,10780
LDPE膜料,2024/12/11,2420H|伊朗石化,74.227,10750,10730
LDPE膜料,2024/12/11,2426H|大庆石化,33,10950,10950
LDPE膜料,2024/12/11,2426H|茂名石化,27,10780,10780
LDPE膜料,2024/12/11,951-000|茂名石化,6,10800,10800
LDPE膜料,2024/12/11,951-050|茂名石化,10,10800,10800
LDPE膜料,2024/12/12,0274|卡塔尔石化,51,10500,10500
LDPE膜料,2024/12/12,2047A|伊朗石化,24.75,10530,10530
LDPE膜料,2024/12/12,4025AS|TASNEE,24.75,10550,10550
LDPE膜料,2024/12/12,951-000|茂名石化,18,10800,10800
LDPE膜料,2024/12/12,951-050|茂名石化,6,10780,10780
LDPE膜料,2024/12/13,0274|卡塔尔石化,25.5,10780,10780
LDPE膜料,2024/12/13,100PC|中天合创,33,10690,10690
LDPE膜料,2024/12/13,2420E02|伊朗石化,25.5,10780,10780
LDPE膜料,2024/12/13,2420H|伊朗石化,49.5,10650,10650
LDPE膜料,2024/12/13,2426H|神华榆林,25,10745,10745
LDPE膜料,2024/12/13,2426H|茂名石化,27,10750,10750
LDPE膜料,2024/12/13,2426K|中海壳牌,3,10800,10800
LDPE膜料,2024/12/13,951-000|茂名石化,54,10730,10710
LDPE膜料,2024/12/13,J24FS040|印度信诚,26,10500,10500
LDPE膜料,2024/12/16,2408X|中海壳牌,42,10600,10600
LDPE膜料,2024/12/16,2420H|伊朗石化,49.5,10750,10730
LDPE膜料,2024/12/16,2426H-GD|茂名石化,27,10545,10545
LDPE膜料,2024/12/16,2426H|宁夏宝丰,34,10260,10260
LDPE膜料,2024/12/16,2426H|神华榆林,33,10750,10750
LDPE膜料,2024/12/16,2426K|中海壳牌,81,10600,10600
LDPE膜料,2024/12/16,951-050|茂名石化,27,10630,10630
LDPE膜料,2024/12/16,J24FS040|印度信诚,52,10530,10480
LDPE膜料,2024/12/17,0270|卡塔尔石化,51,10600,10600
LDPE膜料,2024/12/17,0274|卡塔尔石化,25.5,10680,10680
LDPE膜料,2024/12/17,2102TX00|伊朗石化,24.75,10750,10750
LDPE膜料,2024/12/17,2426K|中海壳牌,27,10600,10600
LDPE膜料,2024/12/17,951-050|茂名石化,114,10700,10580
LDPE膜料,2024/12/17,HP4024WN|沙特SABIC,51,10500,10500
LDPE膜料,2024/12/18,0274|卡塔尔石化,25.5,10670,10670
LDPE膜料,2024/12/18,2408X|中海壳牌,52.675,10500,10500
LDPE膜料,2024/12/18,2420E02|伊朗石化,51,10770,10600
LDPE膜料,2024/12/18,2420H|伊朗石化,24.75,10600,10600
LDPE膜料,2024/12/18,2426H|浙江石化,27,10590,10590
LDPE膜料,2024/12/18,951-050|茂名石化,10.5,10650,10650
LDPE膜料,2024/12/18,HP2023JN|沙特SABIC,15.125,10650,10650
LDPE膜料,2024/12/18,HP2024NDF|沙特SABIC,10.5,10650,10650
LDPE膜料,2024/12/19,0474|卡塔尔石化,25.5,10700,10700
LDPE膜料,2024/12/19,4025AS|TASNEE,49.5,10470,10450
LDPE膜料,2024/12/19,951-050|茂名石化,10.5,10700,10700
LDPE膜料,2024/12/20,0474|卡塔尔石化,25.475,10800,10800
LDPE膜料,2024/12/20,2023.BR(105.BR)|埃克森,24.75,10530,10530
LDPE膜料,2024/12/20,J24FS040|印度信诚,26,10400,10400
LDPE膜料,2024/12/23,18D|大庆石化,14,10815,10815
LDPE膜料,2024/12/23,2420E02|伊朗石化,25.5,10680,10680
LDPE膜料,2024/12/23,2420H|中海壳牌,54,10700,10700
LDPE膜料,2024/12/23,2426H|浙江石化,108,10480,10430
LDPE膜料,2024/12/23,951-000FP|茂名石化,54,10400,10375
LDPE膜料,2024/12/23,951-000GD|茂名石化,27.025,10375,10375
LDPE膜料,2024/12/23,951-000|茂名石化,15,10650,10650
LDPE膜料,2024/12/24,0274|卡塔尔石化,25.5,10650,10650
LDPE膜料,2024/12/24,2408X|中海壳牌,123,10400,10400
LDPE膜料,2024/12/24,2420E02|伊朗石化,25.5,10700,10700
LDPE膜料,2024/12/24,2426K|中海壳牌,10.5,10500,10500
LDPE膜料,2024/12/24,2426K|茂名石化,10.5,10500,10500
LDPE膜料,2024/12/24,951-050|茂名石化,6,10600,10600
LDPE膜料,2024/12/24,J1020FA20|印度信诚,208,9750,9650
LDPE膜料,2024/12/25,151BW|埃克森,55,10450,10350
LDPE膜料,2024/12/25,2420H|伊朗石化,99,10700,10600
LDPE膜料,2024/12/25,2420H|兰州石化,4.625,10750,10750
LDPE膜料,2024/12/25,2426K|茂名石化,27,10610,10610
LDPE膜料,2024/12/25,951-000|茂名石化,6,10600,10600
LDPE膜料,2024/12/26,0274|卡塔尔石化,51,10650,10650
LDPE膜料,2024/12/26,0474|卡塔尔石化,25.5,10650,10650
LDPE膜料,2024/12/26,100PC|中天合创,33,10300,10300
LDPE膜料,2024/12/26,18D|大庆石化,15,10750,10750
LDPE膜料,2024/12/26,2119|伊朗石化,24.75,10650,10650
LDPE膜料,2024/12/26,2420H|伊朗石化,49.485,10750,10700
LDPE膜料,2024/12/26,2420H|兰州石化,10,10750,10750
LDPE膜料,2024/12/26,951-000|茂名石化,15,10600,10600
LDPE膜料,2024/12/26,HP4024WN|沙特SABIC,25.5,10420,10420
LDPE膜料,2024/12/26,LD020D|美国CCT,197.968,9950,9950
LDPE膜料,2024/12/27,0270|卡塔尔石化,25.5,10700,10700
LDPE膜料,2024/12/27,151BW|埃克森,24.75,10400,10400
LDPE膜料,2024/12/27,2023.BR(105.BR)|埃克森,24.75,10400,10400
LDPE膜料,2024/12/27,2102TN26|齐鲁石化,3,10100,10100
LDPE膜料,2024/12/27,2408X|中海壳牌,777,10300,10250
LDPE膜料,2024/12/27,2420E02|伊朗石化,25.5,10750,10750
LDPE膜料,2024/12/27,2426K|茂名石化,31.5,10600,10530
LDPE膜料,2024/12/27,951-000GD|茂名石化,27,10345,10345
LDPE膜料,2024/12/27,951-050|茂名石化,22.5,10600,10600
LDPE膜料,2024/12/27,HP4024N|沙特SABIC,25.5,10380,10380
LDPE膜料,2024/12/30,0274|卡塔尔石化,25.5,10680,10680
LDPE膜料,2024/12/30,151BW|埃克森,24.75,10380,10380
LDPE膜料,2024/12/30,2023.BR(105.BR)|埃克森,24.75,10350,10350
LDPE膜料,2024/12/30,2408X|中海壳牌,81,10300,10300
LDPE膜料,2024/12/30,2420E02|伊朗石化,51,10770,10700
LDPE膜料,2024/12/30,2420H|伊朗石化,49.495,10570,10400
LDPE膜料,2024/12/30,2426H|宁夏宝丰,33,10220,10220
LDPE膜料,2024/12/30,2426K|中海壳牌,61.5,10550,10430
LDPE膜料,2024/12/30,FL2202C|台塑美国,44,10400,10350
LDPE膜料,2024/12/31,0274|卡塔尔石化,25.5,10600,10600
LDPE膜料,2024/12/31,0474|卡塔尔石化,25.5,10620,10620
LDPE膜料,2024/12/31,2102TX00|伊朗石化,74.25,10500,10500
LDPE膜料,2024/12/31,2119|伊朗石化,49.5,10600,10600
LDPE膜料,2024/12/31,2408X|中海壳牌,27,10300,10300
LDPE膜料,2024/12/31,2426K|茂名石化,33,10530,10440
LDPE膜料,2024/12/31,951-000|茂名石化,27,10680,10680
LDPE膜料,2024/12/31,FL2202C|台塑美国,44,10400,10400
LDPE膜料,2025/1/2,2420H|中海壳牌,27,10750,10750
LDPE膜料,2025/1/2,2426H-GD|茂名石化,27,9650,9650
LDPE膜料,2025/1/3,0274|卡塔尔石化,25.5,10600,10600
LDPE膜料,2025/1/3,2426K|茂名石化,15.5,10550,10500
LDPE膜料,2025/1/3,951-050|茂名石化,54,10530,10430
LDPE膜料,2025/1/3,FL2202C|台塑美国,44,10350,10350
LDPE膜料,2025/1/3,HP4024WN|沙特SABIC,25.48,10400,10400
LDPE膜料,2025/1/6,0274|卡塔尔石化,25.5,10500,10500
LDPE膜料,2025/1/6,2119|伊朗石化,11,10650,10650
LDPE膜料,2025/1/6,2408X|中海壳牌,27,10250,10250
LDPE膜料,2025/1/6,2420E02|伊朗石化,51,10700,10700
LDPE膜料,2025/1/6,2426H-GD|茂名石化,54,10225,9650
LDPE膜料,2025/1/6,2426H|神华榆林,33,10415,10415
LDPE膜料,2025/1/6,951-050|茂名石化,27,10450,10450
LDPE膜料,2025/1/7,0474|卡塔尔石化,25.5,10470,10470
LDPE膜料,2025/1/7,2408X|中海壳牌,54,10250,10250
LDPE膜料,2025/1/7,2420E02|伊朗石化,203.99,10600,10570
LDPE膜料,2025/1/7,2420H-M|兰州石化,30.625,10600,10600
LDPE膜料,2025/1/7,2420H|中海壳牌,27,10650,10650
LDPE膜料,2025/1/7,2426H|中海壳牌,27,10600,10530
LDPE膜料,2025/1/7,2426H|浙江石化,54,10250,10250
LDPE膜料,2025/1/7,2426H|神华榆林,5,10400,10400
LDPE膜料,2025/1/7,951-000|茂名石化,54,10695,10320
LDPE膜料,2025/1/7,951-050|茂名石化,81,10695,10330
LDPE膜料,2025/1/7,FT6230|北欧化工,24.75,10630,10630
LDPE膜料,2025/1/7,HP4025ZN|沙特SABIC,49.5,10270,10250
LDPE膜料,2025/1/7,LD8002-J511|利安德巴塞尔,85.125,9400,9400
LDPE膜料,2025/1/8,0274|卡塔尔石化,25.5,10450,10450
LDPE膜料,2025/1/8,2102TX00|伊朗石化,35.75,10450,10430
LDPE膜料,2025/1/8,2426H|茂名石化,27,10360,10360
LDPE膜料,2025/1/8,HP2022NDF|沙特SABIC,24,10300,10300
LDPE膜料,2025/1/9,2420E02|伊朗石化,178.5,10700,10280
LDPE膜料,2025/1/9,2420H|兰州石化,19.375,10450,10450
LDPE膜料,2025/1/9,2426H-GD|茂名石化,79.5,10165,10145
LDPE膜料,2025/1/9,2426K|茂名石化,10,10700,10650
LDPE膜料,2025/1/9,951-050|茂名石化,33,10400,10400
LDPE膜料,2025/1/9,HP2022NDF|沙特SABIC,23.992,10350,10350
LDPE膜料,2025/1/10,0474|卡塔尔石化,25.5,10460,10460
LDPE膜料,2025/1/10,951-000|茂名石化,42,10695,10400
LDPE膜料,2025/1/10,951-050|茂名石化,37.5,10400,10360
LDPE膜料,2025/1/10,HP2025JN|沙特SABIC,24.75,10300,10300
LDPE膜料,2025/1/13,2102TX00|伊朗石化,74.25,10250,10250
LDPE膜料,2025/1/13,2310H|茂名石化,30,10285,10285
LDPE膜料,2025/1/13,2420H|中海壳牌,10.5,10750,10750
LDPE膜料,2025/1/13,951-050|茂名石化,37.5,10400,10210
LDPE膜料,2025/1/14,2023.BR(105.BR)|埃克森,24.75,10320,10320
LDPE膜料,2025/1/14,2102TX00|伊朗石化,49.5,10300,10280
LDPE膜料,2025/1/14,2426H|中海壳牌,27,10600,10600
LDPE膜料,2025/1/14,2426H|大庆石化,33,10000,10000
LDPE膜料,2025/1/14,2426H|宁夏宝丰,30,9910,9910
LDPE膜料,2025/1/14,2426KGD|茂名石化,27,9965,9965
LDPE膜料,2025/1/14,2426K|茂名石化,27,10340,10340
LDPE膜料,2025/1/14,951-050|茂名石化,27,10400,10400
LDPE膜料,2025/1/14,HP4025ZN|沙特SABIC,24.75,10200,10200
LDPE膜料,2025/1/15,2420H|伊朗石化,24.75,10330,10330
LDPE膜料,2025/1/15,C150Y|马来西亚PETLIN,24.75,10300,10300
LDPE膜料,2025/1/15,HP4025ZN|沙特SABIC,24.75,10150,10150
LDPE膜料,2025/1/16,2102TX00|伊朗石化,41.25,10300,10300
LDPE膜料,2025/1/16,2426H|宁夏宝丰,33,9440,9440
LDPE膜料,2025/1/16,2426H|神华榆林,27,10020,10020
LDPE膜料,2025/1/16,2426K|茂名石化,17,10695,10230
LDPE膜料,2025/1/16,951-000|茂名石化,39,10400,10370
LDPE膜料,2025/1/16,HP4025ZN|沙特SABIC,24.75,10130,10130
LDPE膜料,2025/1/16,J24FS040|印度信诚,26,10100,10100
LDPE膜料,2025/1/17,2420H|中海壳牌,54,10380,10300
LDPE膜料,2025/1/17,951-050|茂名石化,29.4,10300,10300
LDPE膜料,2025/1/17,FL2202A|台塑美国,24.75,10050,10050
LDPE膜料,2025/1/20,2023NN|沙特SABIC,51,10150,10150
LDPE膜料,2025/1/20,2420H|伊朗石化,24.75,10250,10250
LDPE膜料,2025/1/20,2426H-GD|茂名石化,27,9825,9825
LDPE膜料,2025/1/21,2420H|中海壳牌,27,10370,10370
LDPE膜料,2025/1/21,2426H-GD|茂名石化,27,9915,9915
LDPE膜料,2025/1/21,2426H|神华榆林,29,10000,9980
LDPE膜料,2025/1/21,2426KFP|茂名石化,27,9665,9665
LDPE膜料,2025/1/21,2426K|茂名石化,32,10695,10150
LDPE膜料,2025/1/22,0474|卡塔尔石化,25.5,10600,10600
LDPE膜料,2025/1/23,2023NN|沙特SABIC,51,10100,10100
LDPE膜料,2025/1/26,2023NN|沙特SABIC,51,10100,10100
LDPE膜料,2025/2/5,2426H-GD|茂名石化,81,9765,9765
LDPE膜料,2025/2/5,951-050|茂名石化,27,10050,10050
LDPE膜料,2025/2/6,2426K|茂名石化,11,10695,10695
LDPE膜料,2025/2/6,951-050|茂名石化,33,10050,10000
LDPE膜料,2025/2/6,HP2023JN|沙特SABIC,27,9950,9950
LDPE膜料,2025/2/6,NA321210|利安德巴塞尔,49.5,9950,9920
LDPE膜料,2025/2/7,2119|伊朗石化,24.75,10200,10200
LDPE膜料,2025/2/7,2310H|茂名石化,54,9870,9870
LDPE膜料,2025/2/7,2426H|浙江石化,27,10000,10000
LDPE膜料,2025/2/7,2426H|神华新疆,63.982,9800,9800
LDPE膜料,2025/2/7,2426K|茂名石化,27,9980,9980
LDPE膜料,2025/2/7,951-000|茂名石化,54,9950,9950
LDPE膜料,2025/2/7,951-050|茂名石化,27,10010,10010
LDPE膜料,2025/2/7,FL2202A|台塑美国,24.75,10030,10030
LDPE膜料,2025/2/7,LD8002-2701|利安德巴塞尔,46.75,9350,9350
LDPE膜料,2025/2/8,15813-020|俄罗斯喀山,24.75,9830,9830
LDPE膜料,2025/2/8,2426H|中海壳牌,27,10180,10180
LDPE膜料,2025/2/8,2426K|茂名石化,89,9970,9950
LDPE膜料,2025/2/8,HP2023JN|沙特SABIC,10.5,10000,10000
LDPE膜料,2025/2/10,0274|卡塔尔石化,25.5,10100,10100
LDPE膜料,2025/2/10,2310H|茂名石化,27,9885,9885
LDPE膜料,2025/2/10,2426H-GD|茂名石化,54,9950,9800
LDPE膜料,2025/2/10,2426H|茂名石化,37.5,10050,9990
LDPE膜料,2025/2/10,2426K|茂名石化,27,10000,10000
LDPE膜料,2025/2/10,951-050|茂名石化,54,9990,9990
LDPE膜料,2025/2/10,Q281|上海石化,1,10900,10900
LDPE膜料,2025/2/11,0219A|加拿大NOVA,51,10100,10100
LDPE膜料,2025/2/11,0274|卡塔尔石化,3,10450,10450
LDPE膜料,2025/2/11,0474|卡塔尔石化,25.5,10430,10430
LDPE膜料,2025/2/11,2119|伊朗石化,24.75,10320,10320
LDPE膜料,2025/2/11,2310H|茂名石化,27,9885,9885
LDPE膜料,2025/2/11,2420E02|伊朗石化,152.975,10600,10570
LDPE膜料,2025/2/11,2420H|中海壳牌,27,10225,10225
LDPE膜料,2025/2/11,2420H|神华榆林,10,9850,9850
LDPE膜料,2025/2/11,2426H|茂名石化,27,10032,10032
LDPE膜料,2025/2/11,2426K|茂名石化,3,10150,10150
LDPE膜料,2025/2/11,951-000|茂名石化,27,10060,10060
LDPE膜料,2025/2/11,951-050|茂名石化,5,10120,10120
LDPE膜料,2025/2/12,0219A|加拿大NOVA,51,10100,10100
LDPE膜料,2025/2/12,2310H|茂名石化,51,9750,9750
LDPE膜料,2025/2/12,2426K|茂名石化,52.5,10130,10130
LDPE膜料,2025/2/12,951-000|茂名石化,85.5,10300,10080
LDPE膜料,2025/2/12,HP2023JN|沙特SABIC,13.5,10250,10250
LDPE膜料,2025/2/12,LD100BW|埃克森,24.75,10200,10200
LDPE膜料,2025/2/12,LD8002-2701|利安德巴塞尔,43.8,9400,9400
LDPE膜料,2025/2/13,0221F|美国Teknor Apex,54,9950,9950
LDPE膜料,2025/2/13,2310H|茂名石化,54,9750,9750
LDPE膜料,2025/2/13,2408X|中海壳牌,57,10170,10120
LDPE膜料,2025/2/13,2420H|中海壳牌,27,10275,10275
LDPE膜料,2025/2/13,2420H|伊朗石化,24.75,10000,10000
LDPE膜料,2025/2/13,2426H-GD|茂名石化,108,10050,10020
LDPE膜料,2025/2/13,2426H|神华榆林,30,10140,10140
LDPE膜料,2025/2/13,2426H|茂名石化,27,10190,10190
LDPE膜料,2025/2/13,951-050|茂名石化,10.5,10150,10150
LDPE膜料,2025/2/14,0219A|加拿大NOVA,25.5,10200,10200
LDPE膜料,2025/2/14,2310H|茂名石化,46.5,9750,9750
LDPE膜料,2025/2/14,2420H|中海壳牌,81,10350,10275
LDPE膜料,2025/2/14,2426H|神华榆林,20,10030,10030
LDPE膜料,2025/2/14,951-000|茂名石化,22.5,10150,10080
LDPE膜料,2025/2/14,951-050|茂名石化,15,10230,10230
LDPE膜料,2025/2/14,FC2304E|台塑美国,22,10100,10100
LDPE膜料,2025/2/14,LD0423F|美国维马,27,10100,10100
LDPE膜料,2025/2/17,0219A|加拿大NOVA,25.5,10150,10150
LDPE膜料,2025/2/17,0270|卡塔尔石化,25.5,10230,10230
LDPE膜料,2025/2/17,0274|卡塔尔石化,25.5,10250,10250
LDPE膜料,2025/2/17,2408X|中海壳牌,86.175,10280,10120
LDPE膜料,2025/2/17,2420H|伊朗石化,24.75,10300,10300
LDPE膜料,2025/2/17,2426H-GD|茂名石化,54,10065,10065
LDPE膜料,2025/2/17,2426H|中海壳牌,27,10280,10280
LDPE膜料,2025/2/17,2426K|茂名石化,15,10250,10250
LDPE膜料,2025/2/17,HP4024WN|沙特SABIC,25.5,10080,10080
LDPE膜料,2025/2/17,J24FS040|印度信诚,26,10050,10050
LDPE膜料,2025/2/17,NA321210|利安德巴塞尔,24.75,10200,10200
LDPE膜料,2025/2/18,0274|卡塔尔石化,25.5,10250,10250
LDPE膜料,2025/2/18,18D|大庆石化,15,10600,10600
LDPE膜料,2025/2/18,2420H|中海壳牌,27,10250,10250
LDPE膜料,2025/2/18,2426H|神华榆林,32,10200,10200
LDPE膜料,2025/2/18,2426K|茂名石化,27,10220,10220
LDPE膜料,2025/2/18,951-000|茂名石化,82.5,10310,10150
LDPE膜料,2025/2/18,J24FS040|印度信诚,104,10100,10100
LDPE膜料,2025/2/19,0219A|加拿大NOVA,51,10100,10100
LDPE膜料,2025/2/19,2119|伊朗石化,11,10300,10300
LDPE膜料,2025/2/19,2408X|中海壳牌,198.275,10130,10060
LDPE膜料,2025/2/19,2420E02|伊朗石化,25.5,10380,10380
LDPE膜料,2025/2/19,951-000|茂名石化,27,10150,10150
LDPE膜料,2025/2/19,HP4024WN|沙特SABIC,25.5,9930,9930
LDPE膜料,2025/2/20,0474|卡塔尔石化,25.5,10350,10350
LDPE膜料,2025/2/20,2420H|中海壳牌,6,10200,10200
LDPE膜料,2025/2/20,2426H-GD|茂名石化,52.75,9930,9930
LDPE膜料,2025/2/20,2426H|中海壳牌,27,10250,10250
LDPE膜料,2025/2/20,2426K|茂名石化,27,10160,10160
LDPE膜料,2025/2/20,951-050|茂名石化,7.5,10180,10180
LDPE膜料,2025/2/20,HP4024WN|沙特SABIC,25.5,10100,10100
LDPE膜料,2025/2/21,0219A|加拿大NOVA,76.486,10200,10100
LDPE膜料,2025/2/21,2426H|中海壳牌,54,10250,10170
LDPE膜料,2025/2/21,2426H|神华榆林,11,10170,10170
LDPE膜料,2025/2/21,951-050|茂名石化,27,10100,10100
LDPE膜料,2025/2/21,HP4024WN|沙特SABIC,25.5,9930,9930
LDPE膜料,2025/2/24,2420H|烟台万华,27.625,10150,10150
LDPE膜料,2025/2/24,2426H|茂名石化,34.5,10310,10200
LDPE膜料,2025/2/24,951-000|茂名石化,106.5,10310,9300
LDPE膜料,2025/2/24,951-050|茂名石化,96,10310,10100
LDPE膜料,2025/2/24,FT6230|北欧化工,24.75,10200,10200
LDPE膜料,2025/2/25,2420E02|伊朗石化,25.5,10350,10350
LDPE膜料,2025/2/25,2420H|伊朗石化,24.75,10240,10240
LDPE膜料,2025/2/25,2426H|中海壳牌,189,10150,10150
LDPE膜料,2025/2/25,951-000|茂名石化,39,10220,10130
LDPE膜料,2025/2/25,951-050|茂名石化,34.5,10130,10080
LDPE膜料,2025/2/26,0219A|加拿大NOVA,102,9970,9950
LDPE膜料,2025/2/26,18D|大庆石化,52,10300,10300
LDPE膜料,2025/2/26,2426HN|浙江石化,27,9930,9930
LDPE膜料,2025/2/26,2426H|浙江石化,27,10100,10100
LDPE膜料,2025/2/26,2426H|茂名石化,27,10100,10100
LDPE膜料,2025/2/26,2426K|茂名石化,5,10130,10130
LDPE膜料,2025/2/26,4023AT(160AT)|埃克森,24.75,10250,10250
LDPE膜料,2025/2/26,NA321210|利安德巴塞尔,24.75,9900,9900
LDPE膜料,2025/2/27,2119|伊朗石化,49.5,10250,10250
LDPE膜料,2025/2/27,2420E02|伊朗石化,25.5,10310,10310
LDPE膜料,2025/2/27,2420H|中海壳牌,4.5,10250,10250
LDPE膜料,2025/2/27,2426H|中海壳牌,12,10120,10120
LDPE膜料,2025/2/27,951-050|茂名石化,12,10100,10100
LDPE膜料,2025/2/27,FC2304E|台塑美国,24.75,9950,9950
LDPE膜料,2025/2/28,0274|卡塔尔石化,25.5,10210,10210
LDPE膜料,2025/2/28,2420E02|伊朗石化,25.5,10290,10290
LDPE膜料,2025/2/28,2420H|伊朗石化,24.75,10150,10150
LDPE膜料,2025/2/28,2420H|烟台万华,27.625,10000,10000
LDPE膜料,2025/2/28,2426H|中海壳牌,54,10150,10125
LDPE膜料,2025/2/28,2426H|大庆石化,33,10400,10400
LDPE膜料,2025/2/28,2426K|茂名石化,27,10150,10150
LDPE膜料,2025/2/28,951-000|茂名石化,21,10130,10130
LDPE膜料,2025/2/28,LD020D|美国CCT,74.25,9950,9950
LDPE膜料,2025/3/3,0274|卡塔尔石化,25.5,10180,10180
LDPE膜料,2025/3/3,2420H|中海壳牌,27,10330,10330
LDPE膜料,2025/3/3,2420H|伊朗石化,49.5,10230,10180
LDPE膜料,2025/3/3,951-000|茂名石化,30,10180,10180
LDPE膜料,2025/3/3,951-050|茂名石化,12,10150,10150
LDPE膜料,2025/3/4,0274|卡塔尔石化,51,10110,10100
LDPE膜料,2025/3/4,2420E02|伊朗石化,50.998,10350,10300
LDPE膜料,2025/3/4,2420H|伊朗石化,99,10300,10200
LDPE膜料,2025/3/4,2420H|烟台万华,110.5,9960,9960
LDPE膜料,2025/3/4,2426H|茂名石化,12,10150,10150
LDPE膜料,2025/3/4,2426K|茂名石化,27,10150,10150
LDPE膜料,2025/3/4,951-000GD|茂名石化,42.075,10115,9905
LDPE膜料,2025/3/4,951-050|茂名石化,3,10150,10150
LDPE膜料,2025/3/5,0274|卡塔尔石化,51,10100,10100
LDPE膜料,2025/3/5,0474|卡塔尔石化,25.5,10250,10250
LDPE膜料,2025/3/5,2420H|伊朗石化,24.75,10200,10200
LDPE膜料,2025/3/5,2426H|中海壳牌,0,10150,10150
LDPE膜料,2025/3/5,2426K|中海壳牌,12,10050,10050
LDPE膜料,2025/3/6,0274|卡塔尔石化,25.5,10150,10150
LDPE膜料,2025/3/6,0474|卡塔尔石化,25.5,10220,10220
LDPE膜料,2025/3/6,2023.BR(105.BR)|埃克森,24.75,10030,10030
LDPE膜料,2025/3/6,2408X|中海壳牌,81,10000,9900
LDPE膜料,2025/3/6,2420H|中海壳牌,27,10200,10200
LDPE膜料,2025/3/6,2420H|伊朗石化,24.745,10200,10200
LDPE膜料,2025/3/6,2426H|神华榆林,5,10100,10100
LDPE膜料,2025/3/6,2426K|中海壳牌,30,10120,10120
LDPE膜料,2025/3/6,2426K|茂名石化,27,10130,10130
LDPE膜料,2025/3/6,951-000|茂名石化,15,10150,10150
LDPE膜料,2025/3/6,951-050|茂名石化,27,10080,10080
LDPE膜料,2025/3/6,HP4025ZN|沙特SABIC,24.75,10050,10050
LDPE膜料,2025/3/7,2023.BR(105.BR)|埃克森,24.75,10000,10000
LDPE膜料,2025/3/7,2420H|中海壳牌,27,10200,10200
LDPE膜料,2025/3/7,2420H|烟台万华,27.625,9930,9930
LDPE膜料,2025/3/7,2426H|中海壳牌,27,10130,10130
LDPE膜料,2025/3/7,2426H|大庆石化,32.325,10400,10400
LDPE膜料,2025/3/7,2426H|烟台万华,27.625,9920,9920
LDPE膜料,2025/3/7,2426H|神华榆林,33,10100,10100
LDPE膜料,2025/3/7,2426K|中海壳牌,7.5,10050,10050
LDPE膜料,2025/3/7,2426K|茂名石化,12,10150,10130
LDPE膜料,2025/3/10,0274|卡塔尔石化,76.5,10120,10100
LDPE膜料,2025/3/10,0474|卡塔尔石化,25.5,10180,10180
LDPE膜料,2025/3/10,2420H|中海壳牌,54,10200,10200
LDPE膜料,2025/3/10,2420H|伊朗石化,24.75,10250,10250
LDPE膜料,2025/3/10,2426H-GD|茂名石化,27,9885,9885
LDPE膜料,2025/3/10,2426H|中海壳牌,27,10200,10200
LDPE膜料,2025/3/10,2426H|烟台万华,27.625,9920,9920
LDPE膜料,2025/3/10,2426K|茂名石化,9,10080,10080
LDPE膜料,2025/3/10,4025AS|TASNEE,24.75,10020,10020
LDPE膜料,2025/3/10,951-000|茂名石化,27,10160,10160
LDPE膜料,2025/3/10,951-050|茂名石化,54,10130,10100
LDPE膜料,2025/3/11,0474|卡塔尔石化,25.5,10170,10170
LDPE膜料,2025/3/11,2102TN26|齐鲁石化,5,9850,9850
LDPE膜料,2025/3/11,2119|伊朗石化,24.75,10200,10200
LDPE膜料,2025/3/11,951-050|茂名石化,6,10100,10100
LDPE膜料,2025/3/12,0274|卡塔尔石化,36,10080,10050
LDPE膜料,2025/3/12,0474|卡塔尔石化,12,10180,10180
LDPE膜料,2025/3/12,2420H|中海壳牌,27,10150,10150
LDPE膜料,2025/3/12,2420K|中海壳牌,1.5,10350,10350
LDPE膜料,2025/3/12,2426H|茂名石化,16.5,10120,10120
LDPE膜料,2025/3/12,2426K|茂名石化,27,10030,10030
LDPE膜料,2025/3/12,951-050|茂名石化,10.5,10050,10050
LDPE膜料,2025/3/13,0474|卡塔尔石化,25.5,10300,10300
LDPE膜料,2025/3/13,2420E02|伊朗石化,25.5,10180,10180
LDPE膜料,2025/3/13,2420H|中海壳牌,27,10150,10150
LDPE膜料,2025/3/13,2420H|兰州石化,25,10100,10100
LDPE膜料,2025/3/13,951-050|茂名石化,6,10030,10030
LDPE膜料,2025/3/13,FT6230|北欧化工,49.5,10100,10100
LDPE膜料,2025/3/14,0274|卡塔尔石化,51,10000,10000
LDPE膜料,2025/3/14,10803-020|俄罗斯喀山,15.1,10100,10100
LDPE膜料,2025/3/14,2420H|中海壳牌,27,10130,10130
LDPE膜料,2025/3/14,2420H|美国,70.125,9650,9650
LDPE膜料,2025/3/14,2420H|茂名石化,27,9980,9980
LDPE膜料,2025/3/17,0274|卡塔尔石化,51,10000,10000
LDPE膜料,2025/3/17,0474|卡塔尔石化,10.5,10100,10100
LDPE膜料,2025/3/17,18D|大庆石化,28,10300,10300
LDPE膜料,2025/3/17,1925AS|TASNEE,24.75,9800,9800
LDPE膜料,2025/3/17,2420E02|伊朗石化,25.5,10130,10130
LDPE膜料,2025/3/17,2420H|伊朗石化,9.625,10070,10070
LDPE膜料,2025/3/17,2420H|美国,46.75,9600,9600
LDPE膜料,2025/3/17,2426H-GD|茂名石化,51,9775,9755
LDPE膜料,2025/3/17,2426H|烟台万华,34.125,9800,9750
LDPE膜料,2025/3/17,951-050|茂名石化,12,9980,9980
