细分二级品类,日期,产品,成交量,最高价,最低价
LLDPE膜料,2025/5/16,218WJ|沙特SABIC,24.75,7880,7880
LLDPE膜料,2025/5/16,22B02|伊朗石化,25.5,7730,7730
LLDPE膜料,2025/5/16,7042N|广东石化,30,7750,7750
LLDPE膜料,2025/5/16,7042N|抚顺石化,32,7500,7500
LLDPE膜料,2025/5/16,7042|宁煤,17,7550,7550
LLDPE膜料,2025/5/16,7042|延长榆能化,5,7562.56,7562.56
LLDPE膜料,2025/5/16,7042|海南炼化,27.625,7720,7720
LLDPE膜料,2025/5/16,7042|烟台万华,60,7450,7440
LLDPE膜料,2025/5/16,7050|辽宁宝来,27,7750,7750
LLDPE膜料,2025/5/19,218WJ|沙特SABIC,13.75,8000,8000
LLDPE膜料,2025/5/19,22B02|伊朗石化,102,7780,7680
LLDPE膜料,2025/5/19,35BN|鲁清石化,32,7390,7390
LLDPE膜料,2025/5/19,7042N|广东石化,30,7680,7680
LLDPE膜料,2025/5/19,7042|中海壳牌,54,7750,7740
LLDPE膜料,2025/5/19,7042|中煤榆林,98.996,7630,7440
LLDPE膜料,2025/5/19,7042|广州石化,25,7850,7850
LLDPE膜料,2025/5/19,7042|延长榆能化,20,7600,7600
LLDPE膜料,2025/5/19,7042|海南炼化,34.25,7650,7490
LLDPE膜料,2025/5/19,7042|茂名石化,15,7850,7850
LLDPE膜料,2025/5/19,7042粉|茂名石化,10,8250,8250
LLDPE膜料,2025/5/19,7050|辽宁宝来,81,7730,7700
LLDPE膜料,2025/5/20,218WJ|沙特SABIC,24.75,7840,7840
LLDPE膜料,2025/5/20,35BN|鲁清石化,65,7380,7370
LLDPE膜料,2025/5/20,7042N|吉林石化,15,7430,7430
LLDPE膜料,2025/5/20,7042N|广东石化,90,7700,7650
LLDPE膜料,2025/5/20,7042|中海壳牌,81,7720,7650
LLDPE膜料,2025/5/20,7042|宁煤,10,7550,7550
LLDPE膜料,2025/5/20,7042|海南炼化,29.25,7640,7640
LLDPE膜料,2025/5/20,7042|烟台万华,60,7470,7460
LLDPE膜料,2025/5/20,7042|神华包头,38,7550,7550
LLDPE膜料,2025/5/20,DFDC-7050|中海壳牌,27,7750,7750
LLDPE膜料,2025/5/20,PF-0218-D|加拿大NOVA,25.5,7700,7700
LLDPE膜料,2025/5/21,218WJ|沙特SABIC,74.25,7800,7790
LLDPE膜料,2025/5/21,2235C|中海壳牌,28.5,7440,7440
LLDPE膜料,2025/5/21,35BN|鲁清石化,32,7380,7380
LLDPE膜料,2025/5/21,7042N|广东石化,120,7720,7570
LLDPE膜料,2025/5/21,7042|中煤榆林,67,7550,7340
LLDPE膜料,2025/5/21,7042|宁煤,33,7530,7530
LLDPE膜料,2025/5/21,7042|广州石化,10,7720,7720
LLDPE膜料,2025/5/21,7042|浙江石化,54,7640,7560
LLDPE膜料,2025/5/21,7042|烟台万华,27,7710,7710
LLDPE膜料,2025/5/21,7042|裕龙石化,54,7550,7500
LLDPE膜料,2025/5/21,7050|辽宁宝来,27,7630,7630
LLDPE膜料,2025/5/21,PF-0218-D|加拿大NOVA,102,8480,7580
LLDPE膜料,2025/5/22,2018.XV(201XV)|福建联合,25.5,7600,7600
LLDPE膜料,2025/5/22,2036P|陶氏,5.5,9310,9310
LLDPE膜料,2025/5/22,218WJ|沙特SABIC,24.75,7700,7700
LLDPE膜料,2025/5/22,22B02|伊朗石化,76.5,7520,7500
LLDPE膜料,2025/5/22,35BN|鲁清石化,128,7340,7340
LLDPE膜料,2025/5/22,7042|中海壳牌,108,7650,7620
LLDPE膜料,2025/5/22,7042|内蒙宝丰,34,7290,7290
LLDPE膜料,2025/5/22,7042|海南炼化,58.5,7680,7640
LLDPE膜料,2025/5/22,7042|茂名石化,54,7750,7700
LLDPE膜料,2025/5/22,7042|裕龙石化,55.5,7570,7340
LLDPE膜料,2025/5/22,7042|辽宁宝来,81,7640,7520
LLDPE膜料,2025/5/22,PF-0218-D|加拿大NOVA,25.5,8380,8380
LLDPE膜料,2025/5/23,2018.XV(201XV)|福建联合,25.5,7540,7540
LLDPE膜料,2025/5/23,22B02|伊朗石化,51,7450,7400
LLDPE膜料,2025/5/23,35BN|鲁清石化,128,7270,7210
LLDPE膜料,2025/5/23,7042|中海壳牌,27,7550,7550
LLDPE膜料,2025/5/23,7042|浙江石化,27,7500,7500
LLDPE膜料,2025/5/23,7042|烟台万华,108,7570,7510
LLDPE膜料,2025/5/23,7042|裕龙石化,81,7950,7430
LLDPE膜料,2025/5/23,7042|辽宁宝来,27,7480,7480
LLDPE膜料,2025/5/23,7050|辽宁宝来,34.525,7520,7490
LLDPE膜料,2025/5/23,FB2230|北欧化工,24.75,9180,9180
LLDPE膜料,2025/5/26,2045G|陶氏,13.75,8920,8550
LLDPE膜料,2025/5/26,218WJ|沙特SABIC,24.75,7660,7660
LLDPE膜料,2025/5/26,22B02|伊朗石化,25.5,7430,7430
LLDPE膜料,2025/5/26,7042|中海壳牌,168,7550,7450
LLDPE膜料,2025/5/26,7042|宁夏宝丰,34,7330,7330
LLDPE膜料,2025/5/26,7042|延长榆能化,5,7350,7350
LLDPE膜料,2025/5/26,7042|浙江石化,81,7430,7420
LLDPE膜料,2025/5/26,7042|烟台万华,27,7460,7460
LLDPE膜料,2025/5/26,7042|神华包头,15,7400,7400
LLDPE膜料,2025/5/26,7042|裕龙石化,81,8400,7390
LLDPE膜料,2025/5/26,7042|辽宁宝来,54,7490,7490
LLDPE膜料,2025/5/26,7050|辽宁宝来,108,7530,7430
LLDPE膜料,2025/5/26,DFDC-7050|神华包头,57,7470,7450
LLDPE膜料,2025/5/27,2018.AY|埃克森,65.957,7220,7220
LLDPE膜料,2025/5/27,2018.XV(201XV)|福建联合,25.5,7420,7420
LLDPE膜料,2025/5/27,2045G|陶氏,9.625,8550,8550
LLDPE膜料,2025/5/27,219ZJ|沙特SABIC,49.5,7500,7500
LLDPE膜料,2025/5/27,35BN|鲁清石化,96,7060,7060
LLDPE膜料,2025/5/27,7042N|抚顺石化,29,7400,7400
LLDPE膜料,2025/5/27,7042|中海壳牌,54,8060,7480
LLDPE膜料,2025/5/27,7042|宁煤,14,7300,7300
LLDPE膜料,2025/5/27,7042|延长榆能化,16,7350,7350
LLDPE膜料,2025/5/27,7042|扬子石化,10,7350,7350
LLDPE膜料,2025/5/27,7042|抚顺石化,15,7450,7450
LLDPE膜料,2025/5/27,7042|烟台万华,114,7480,7150
LLDPE膜料,2025/5/27,7042|神华包头,10,7340,7340
LLDPE膜料,2025/5/27,7042|茂名石化,27,7600,7600
LLDPE膜料,2025/5/27,7042|裕龙石化,171,7420,7205
LLDPE膜料,2025/5/27,7050|辽宁宝来,27,7420,7420
LLDPE膜料,2025/5/27,7420D|泰国PTT,15,7500,7500
LLDPE膜料,2025/5/27,DFDC-7050|中海壳牌,54,8180,7900
LLDPE膜料,2025/5/27,DFDC-7050|神华包头,28.5,7430,7430
LLDPE膜料,2025/5/27,F182M|中英石化,27,7420,7420
LLDPE膜料,2025/5/27,FB2230|北欧化工,5.5,9140,9140
LLDPE膜料,2025/5/28,2018.XV(201XV)|福建联合,51,7450,7430
LLDPE膜料,2025/5/28,7042N|广东石化,60,8480,7370
LLDPE膜料,2025/5/28,7042|中海壳牌,57,7470,7430
LLDPE膜料,2025/5/28,7042|宁夏宝丰,0,7940,7940
LLDPE膜料,2025/5/28,7042|烟台万华,108,7475,7390
LLDPE膜料,2025/5/28,7042|裕龙石化,54,8490,7550
LLDPE膜料,2025/5/28,7050|辽宁宝来,27,7450,7450
LLDPE膜料,2025/5/28,PF-0218-D|加拿大NOVA,51,7420,7420
LLDPE膜料,2025/5/29,2018.XBU|埃克森,40.5,7380,7350
LLDPE膜料,2025/5/29,2045G|陶氏,5.5,8530,8530
LLDPE膜料,2025/5/29,218WJ|沙特SABIC,24.75,0,
LLDPE膜料,2025/5/29,22B02|伊朗石化,50.995,7400,7380
LLDPE膜料,2025/5/29,7042N|广东石化,120,7600,7560
LLDPE膜料,2025/5/29,7042|中海壳牌,27,7430,7430
LLDPE膜料,2025/5/29,7042|内蒙宝丰,136,7270,7250
LLDPE膜料,2025/5/29,7042|广州石化,6,7750,7750
LLDPE膜料,2025/5/29,7042|烟台万华,27,7420,7420
LLDPE膜料,2025/5/29,7042|裕龙石化,81,7380,7380
LLDPE膜料,2025/5/29,7042|辽宁宝来,27,7340,7340
LLDPE膜料,2025/5/29,7050|福建联合,30,7480,7480
LLDPE膜料,2025/5/29,7050|辽宁宝来,27,7400,7400
LLDPE膜料,2025/5/29,FB2230|北欧化工,24.75,9050,9050
LLDPE膜料,2025/5/30,218NJ|沙特SABIC,25.5,7330,7330
LLDPE膜料,2025/5/30,35BN|鲁清石化,64,7010,7010
LLDPE膜料,2025/5/30,7042|吉林石化,33,7130,7130
LLDPE膜料,2025/5/30,7042|宁煤,93,8225,7080
LLDPE膜料,2025/5/30,7042|烟台万华,54,7410,7410
LLDPE膜料,2025/5/30,7042|茂名石化,27,7480,7480
LLDPE膜料,2025/6/3,2045G|陶氏,11,8400,8400
LLDPE膜料,2025/6/3,22B02|伊朗石化,25.5,7390,7390
LLDPE膜料,2025/6/3,35BN|鲁清石化,96,7010,7010
LLDPE膜料,2025/6/3,7042|中安联合,32.5,7160,7160
LLDPE膜料,2025/6/3,7042|中海壳牌,27,7500,7500
LLDPE膜料,2025/6/3,7042|中煤榆林,33,7400,7380
LLDPE膜料,2025/6/3,7042|内蒙宝丰,68,7220,7220
LLDPE膜料,2025/6/3,7042|宁煤,102,7250,7230
LLDPE膜料,2025/6/3,7042|裕龙石化,54,7350,7350
LLDPE膜料,2025/6/3,7042|辽宁宝来,324,7380,7370
LLDPE膜料,2025/6/3,7050|辽宁宝来,19.475,7490,7490
LLDPE膜料,2025/6/3,7420D|泰国PTT,18,7450,7450
LLDPE膜料,2025/6/3,DFDC-7050|神华包头,38.5,7350,7330
LLDPE膜料,2025/6/3,LL7610A|泰国PTT,25,7620,7620
LLDPE膜料,2025/6/4,2001|广州石化,30,7390,7390
LLDPE膜料,2025/6/4,22B02|伊朗石化,25.494,7400,7400
LLDPE膜料,2025/6/4,35BN|鲁清石化,32,6970,6970
LLDPE膜料,2025/6/4,7042N|广东石化,70.5,7430,7400
LLDPE膜料,2025/6/4,7042|中安联合,32.5,7250,7250
LLDPE膜料,2025/6/4,7042|中海壳牌,108,7450,7380
LLDPE膜料,2025/6/4,7042|内蒙宝丰,34,7060,7060
LLDPE膜料,2025/6/4,7042|宁煤,27,7230,7230
LLDPE膜料,2025/6/4,7042|海南炼化,27.625,7400,7400
LLDPE膜料,2025/6/4,7042|烟台万华,81,7445,7430
LLDPE膜料,2025/6/4,7042|茂名石化,64.5,7410,7400
LLDPE膜料,2025/6/4,7042|辽宁宝来,85.5,7400,7380
LLDPE膜料,2025/6/4,DFDC-7050|中海壳牌,22.5,7550,7550
LLDPE膜料,2025/6/4,DFDC-7050|神华包头,64,7380,7300
LLDPE膜料,2025/6/4,DFDC7050K|烟台万华,27,7500,7500
LLDPE膜料,2025/6/4,PE-LF182P(7050)|海南炼化,16.25,7380,7380
LLDPE膜料,2025/6/5,2018.XV(201XV)|福建联合,51,7430,7400
LLDPE膜料,2025/6/5,35BN|鲁清石化,64,7070,6950
LLDPE膜料,2025/6/5,7042N|广东石化,90,7410,7340
LLDPE膜料,2025/6/5,7042|中海壳牌,135,8060,7410
LLDPE膜料,2025/6/5,7042|宁夏宝丰,68,7950,7950
LLDPE膜料,2025/6/5,7042|宁煤,20,7230,7230
LLDPE膜料,2025/6/5,7042|广州石化,29.988,7400,7400
LLDPE膜料,2025/6/5,7042|延长榆能化,33,7350,7350
LLDPE膜料,2025/6/5,7042|浙江石化,54,7440,7420
LLDPE膜料,2025/6/5,7042|裕龙石化,10,8320,8320
LLDPE膜料,2025/6/5,7042|辽宁宝来,27,7380,7380
LLDPE膜料,2025/6/5,DFDC-7050|中海壳牌,27,8180,8180
LLDPE膜料,2025/6/5,OFFGRADE|中海壳牌,27,7170,7170
LLDPE膜料,2025/6/6,1002AY|埃克森,74.25,7420,7400
LLDPE膜料,2025/6/6,2022.KI(201KI)|福建联合,25.5,7460,7460
LLDPE膜料,2025/6/6,218WJ|沙特SABIC,24.75,7680,7680
LLDPE膜料,2025/6/6,22B02|伊朗石化,25.5,7420,7420
LLDPE膜料,2025/6/6,35BN|鲁清石化,96,7080,7080
LLDPE膜料,2025/6/6,7042|宁煤,66,7240,7240
LLDPE膜料,2025/6/6,7042|广州石化,30,7480,7480
LLDPE膜料,2025/6/6,7042|延长榆能化,5,7250,7250
LLDPE膜料,2025/6/6,7042|浙江石化,54,7420,7420
LLDPE膜料,2025/6/6,7042|海南炼化,29.25,7380,7380
LLDPE膜料,2025/6/6,7042|神华包头,28.5,7370,7370
LLDPE膜料,2025/6/6,7050|辽宁宝来,27,7480,7480
LLDPE膜料,2025/6/6,PF-0218-D|加拿大NOVA,76,8460,7400
LLDPE膜料,2025/6/9,2001|广州石化,30,7430,7430
LLDPE膜料,2025/6/9,2018.XBU|埃克森,30,7380,7380
LLDPE膜料,2025/6/9,218WJ|沙特SABIC,24.75,7750,7750
LLDPE膜料,2025/6/9,35BN|鲁清石化,64,7110,7100
LLDPE膜料,2025/6/9,7042N|广东石化,30,7400,7400
LLDPE膜料,2025/6/9,7042|宁煤,5,7250,7250
LLDPE膜料,2025/6/9,7042|广州石化,5,7500,7500
LLDPE膜料,2025/6/9,7042|延长榆能化,114,7280,7250
LLDPE膜料,2025/6/9,7042|浙江石化,54,7420,7410
LLDPE膜料,2025/6/9,7042|海南炼化,34.25,7400,7330
LLDPE膜料,2025/6/9,7042|神华包头,57,7370,7200
LLDPE膜料,2025/6/9,7042|茂名石化,25,7450,7450
LLDPE膜料,2025/6/9,7042|裕龙石化,27,8490,8490
LLDPE膜料,2025/6/9,7042|辽宁宝来,81,7420,7400
LLDPE膜料,2025/6/9,DFDC-7050|中海壳牌,10.49,7600,7600
LLDPE膜料,2025/6/9,DFDC-7050|神华包头,142.5,7390,7350
LLDPE膜料,2025/6/9,PE-LF182P(7050)|海南炼化,29.125,7380,7380
LLDPE膜料,2025/6/9,XUS61530.23|陶氏,6,9280,9280
LLDPE膜料,2025/6/10,2018.XBU|埃克森,51,7380,7380
LLDPE膜料,2025/6/10,2018.XV(201XV)|福建联合,25.5,7480,7480
LLDPE膜料,2025/6/10,22B02|伊朗石化,25.5,7430,7430
LLDPE膜料,2025/6/10,35B|中英石化,27,7410,7410
LLDPE膜料,2025/6/10,7042|中海壳牌,0,7430,7430
LLDPE膜料,2025/6/10,7042|内蒙宝丰,34,7170,7170
LLDPE膜料,2025/6/10,7042|宁煤,5,7270,7270
LLDPE膜料,2025/6/10,7042|广州石化,5,7500,7500
LLDPE膜料,2025/6/10,7042|烟台万华,135,7470,7420
LLDPE膜料,2025/6/10,7042|神华包头,28.5,7350,7350
LLDPE膜料,2025/6/10,7042|裕龙石化,27,7530,7530
LLDPE膜料,2025/6/10,7050|抚顺石化,12,7450,7450
LLDPE膜料,2025/6/10,7050|烟台万华,60,7520,7450
LLDPE膜料,2025/6/10,DFDC-7050|神华包头,28.5,7380,7380
LLDPE膜料,2025/6/10,LL7610A|泰国PTT,66,8500,7490
LLDPE膜料,2025/6/11,2001|广州石化,30,7460,7460
LLDPE膜料,2025/6/11,35BN|鲁清石化,64,7120,7120
LLDPE膜料,2025/6/11,7042N|广东石化,30,7420,7420
LLDPE膜料,2025/6/11,7042|中海壳牌,54,0,
LLDPE膜料,2025/6/11,7042|宁夏宝丰,17,7310,7310
LLDPE膜料,2025/6/11,7042|宁煤,10,7260,7260
LLDPE膜料,2025/6/11,7042|浙江石化,27,7420,7420
LLDPE膜料,2025/6/11,7042|辽宁宝来,54,7400,7380
LLDPE膜料,2025/6/11,DFDC-7050|中海壳牌,54,7570,7570
LLDPE膜料,2025/6/11,FB2230|北欧化工,24.75,8900,8900
LLDPE膜料,2025/6/11,XUS61530.23|陶氏,3,9280,9280
LLDPE膜料,2025/6/12,35BN|鲁清石化,64,7130,7000
LLDPE膜料,2025/6/12,7042|中海壳牌,27,7560,7560
LLDPE膜料,2025/6/12,7042|中煤榆林,20,7250,7250
LLDPE膜料,2025/6/12,7042|广州石化,30,7500,7500
LLDPE膜料,2025/6/12,7042|神华包头,66,7360,7190
LLDPE膜料,2025/6/12,7042|辽宁宝来,215.996,8220,7400
LLDPE膜料,2025/6/12,DFDC-7050|神华包头,28.5,7400,7400
LLDPE膜料,2025/6/12,H1N|沙特SABIC,24.75,7150,7150
LLDPE膜料,2025/6/12,LL7610A|泰国PTT,200,7880,7500
LLDPE膜料,2025/6/13,1002BU|埃克森,24.75,7750,7750
LLDPE膜料,2025/6/13,2018.XBU|埃克森,27,7500,7500
LLDPE膜料,2025/6/13,218WJ|沙特SABIC,24.75,8030,8030
LLDPE膜料,2025/6/13,7042|中海壳牌,135,7695,7420
LLDPE膜料,2025/6/13,7042|延长榆能化,33,7400,7400
LLDPE膜料,2025/6/13,7042|浙江石化,27,7530,7530
LLDPE膜料,2025/6/13,7042|烟台万华,54,7610,7410
LLDPE膜料,2025/6/13,7042|神华包头,30,7350,7350
LLDPE膜料,2025/6/13,7042|辽宁宝来,27,7480,7480
LLDPE膜料,2025/6/13,DFDC-7050|神华包头,28.5,7400,7400
LLDPE膜料,2025/6/13,FB2230|北欧化工,1.375,9250,9250
LLDPE膜料,2025/6/16,2045G|陶氏,16.5,8450,8450
LLDPE膜料,2025/6/16,22B02|伊朗石化,50.993,7620,7580
LLDPE膜料,2025/6/16,7042|中海壳牌,54,7780,7660
LLDPE膜料,2025/6/16,7042|内蒙宝丰,34,7250,7250
LLDPE膜料,2025/6/16,7042|宁煤,83,8225,7300
LLDPE膜料,2025/6/16,7042|烟台万华,27,7450,7450
LLDPE膜料,2025/6/16,7042|神华包头,10,7450,7450
LLDPE膜料,2025/6/16,7042|裕龙石化,27,7580,7580
LLDPE膜料,2025/6/16,7042|辽宁宝来,29.5,7550,7550
LLDPE膜料,2025/6/16,7042粉|茂名石化,5,8350,8350
LLDPE膜料,2025/6/16,7050|辽宁宝来,27,7650,7650
LLDPE膜料,2025/6/16,7420D|泰国PTT,30,7600,7600
LLDPE膜料,2025/6/16,DFDC-7050|神华包头,28.5,7380,7380
LLDPE膜料,2025/6/17,1002BU|埃克森,24.75,7800,7800
LLDPE膜料,2025/6/17,22B02|伊朗石化,51,7630,7630
LLDPE膜料,2025/6/17,35BN|鲁清石化,128,7320,7310
LLDPE膜料,2025/6/17,7042N|广东石化,30,7570,7570
LLDPE膜料,2025/6/17,7042|中海壳牌,54,7460,7430
LLDPE膜料,2025/6/17,7042|广州石化,10,7640,7640
LLDPE膜料,2025/6/17,7042|抚顺石化,33,7380,7380
LLDPE膜料,2025/6/17,7042|浙江石化,27,7620,7620
LLDPE膜料,2025/6/17,7042|神华包头,30,7400,7400
LLDPE膜料,2025/6/17,7042|裕龙石化,54,7560,7519
LLDPE膜料,2025/6/17,7042|辽宁宝来,189,7590,7410
LLDPE膜料,2025/6/17,DFDC-7050|中海壳牌,27,7490,7490
LLDPE膜料,2025/6/17,DFDC-7050|神华包头,57,7380,7380
LLDPE膜料,2025/6/17,OFFGRADE|中海壳牌,27,7420,7420
LLDPE膜料,2025/6/18,2001|广州石化,60,7740,7650
LLDPE膜料,2025/6/18,2018.XBU|埃克森,7.5,7630,7630
LLDPE膜料,2025/6/18,2607G|陶氏,77,8150,8040
LLDPE膜料,2025/6/18,7042|中海壳牌,54,7800,7560
LLDPE膜料,2025/6/18,7042|宁夏宝丰,32,7520,7520
LLDPE膜料,2025/6/18,7042|延长榆能化,15,7280,7280
LLDPE膜料,2025/6/18,7042|浙江石化,27,7430,7430
LLDPE膜料,2025/6/18,7042|海南炼化,14.625,7600,7600
LLDPE膜料,2025/6/18,7042|茂名石化,27,7700,7700
LLDPE膜料,2025/6/18,7042|裕龙石化,141,7590,7280
LLDPE膜料,2025/6/18,7042|辽宁宝来,135,7625,7380
LLDPE膜料,2025/6/18,7050|烟台万华,30,7770,7770
LLDPE膜料,2025/6/18,DFDC-7050|中海壳牌,27,7560,7560
LLDPE膜料,2025/6/18,LL1060|泰国PTT,90.675,6950,6950
LLDPE膜料,2025/6/18,PF-0218-D|加拿大NOVA,25.5,7650,7650
LLDPE膜料,2025/6/19,2022.KI(201KI)|福建联合,25.5,7700,7700
LLDPE膜料,2025/6/19,218WJ|沙特SABIC,49.5,8050,8050
LLDPE膜料,2025/6/19,222WF|福建联合,27,7800,7800
LLDPE膜料,2025/6/19,22B02|伊朗石化,25.5,7730,7730
LLDPE膜料,2025/6/19,7042|中海壳牌,27,7700,7700
LLDPE膜料,2025/6/19,7042|延长榆能化,18,7570,7570
LLDPE膜料,2025/6/19,7042|海南炼化,27.625,7600,7600
LLDPE膜料,2025/6/19,7050|裕龙石化,26.995,7650,7650
LLDPE膜料,2025/6/19,DFDC-7050|中海壳牌,27,7640,7640
LLDPE膜料,2025/6/19,FB2230|北欧化工,24.725,9500,9500
LLDPE膜料,2025/6/20,2018.XBU|埃克森,82.5,7630,7620
LLDPE膜料,2025/6/20,2018.XV(201XV)|福建联合,25.5,7650,7650
LLDPE膜料,2025/6/20,218WJ|沙特SABIC,49.5,8000,7950
LLDPE膜料,2025/6/20,35BN|鲁清石化,64,7440,7440
LLDPE膜料,2025/6/20,7042|中海壳牌,27,7420,7420
LLDPE膜料,2025/6/20,7042|抚顺石化,33,7540,7530
LLDPE膜料,2025/6/20,7042|烟台万华,27,7410,7410
LLDPE膜料,2025/6/20,7042|神华包头,6,7550,7550
LLDPE膜料,2025/6/20,7042|茂名石化,30,7730,7730
LLDPE膜料,2025/6/20,7042|裕龙石化,54,7629,7570
LLDPE膜料,2025/6/20,7042|辽宁宝来,27,7650,7650
LLDPE膜料,2025/6/20,7050|科威特,27.5,8000,8000
LLDPE膜料,2025/6/20,DFDC-7050|中海壳牌,54,8200,7490
LLDPE膜料,2025/6/20,DFDC-7050|神华包头,28.5,7490,7490
LLDPE膜料,2025/6/20,PF-0218-D|加拿大NOVA,25.5,8430,8430
LLDPE膜料,2025/6/23,2018.AY|埃克森,25.5,7650,7650
LLDPE膜料,2025/6/23,2018.XV(201XV)|福建联合,76.5,7660,7650
LLDPE膜料,2025/6/23,2022.KI(201KI)|福建联合,25.5,7730,7730
LLDPE膜料,2025/6/23,218WJ|沙特SABIC,24.75,8020,8010
LLDPE膜料,2025/6/23,35BN|鲁清石化,64,7430,7410
LLDPE膜料,2025/6/23,7042N|广东石化,60,7700,7700
LLDPE膜料,2025/6/23,7042N|抚顺石化,37,7700,7650
LLDPE膜料,2025/6/23,7042|中海壳牌,26.975,7710,7710
LLDPE膜料,2025/6/23,7042|宁煤,10,7570,7570
LLDPE膜料,2025/6/23,7042|海南炼化,5,7700,7700
LLDPE膜料,2025/6/23,7042|烟台万华,27,7700,7700
LLDPE膜料,2025/6/23,7042|裕龙石化,306,7660,7040
LLDPE膜料,2025/6/23,7042|辽宁宝来,81,7670,7640
LLDPE膜料,2025/6/23,DFDC-7050|中海壳牌,4.5,7800,7800
LLDPE膜料,2025/6/23,DFDC7050K|烟台万华,27,7850,7850
LLDPE膜料,2025/6/23,FB2230|北欧化工,5.5,9450,9450
LLDPE膜料,2025/6/23,PF-0218-D|加拿大NOVA,100.5,7620,7550
LLDPE膜料,2025/6/24,218WJ|沙特SABIC,24.75,7950,7950
LLDPE膜料,2025/6/24,22B02|伊朗石化,51,7700,7550
LLDPE膜料,2025/6/24,35BN|鲁清石化,96,7340,7320
LLDPE膜料,2025/6/24,7042|中煤榆林,66,7190,7160
LLDPE膜料,2025/6/24,7042|宁煤,18,7420,7420
LLDPE膜料,2025/6/24,7042|海南炼化,27.625,7550,7550
LLDPE膜料,2025/6/24,7042|茂名石化,6,7600,7600
LLDPE膜料,2025/6/24,7042|辽宁宝来,54,7624,7400
LLDPE膜料,2025/6/24,DFDC-7050H|宁煤,33,7600,7600
LLDPE膜料,2025/6/24,DFDC-7050|中海壳牌,54,7710,7700
LLDPE膜料,2025/6/25,0220KJ|上海赛科,25.5,7750,7750
LLDPE膜料,2025/6/25,19020|印度信诚,26,7500,7500
LLDPE膜料,2025/6/25,218WJ|沙特SABIC,49.5,8140,7850
LLDPE膜料,2025/6/25,22B02|伊朗石化,51,7530,7500
LLDPE膜料,2025/6/25,35BN|鲁清石化,32,7780,7780
LLDPE膜料,2025/6/25,7042|中海壳牌,108,7570,7550
LLDPE膜料,2025/6/25,7042|浙江石化,54,7420,7420
LLDPE膜料,2025/6/25,7042|烟台万华,54,7580,7580
LLDPE膜料,2025/6/25,7042|茂名石化,54,7530,7530
LLDPE膜料,2025/6/25,7042|裕龙石化,60,7180,7180
LLDPE膜料,2025/6/25,7042|辽宁宝来,27,7480,7480
LLDPE膜料,2025/6/25,7050|科威特,24.75,7920,7920
LLDPE膜料,2025/6/25,DFDC-7050|中海壳牌,27,7650,7650
LLDPE膜料,2025/6/25,Q2018H|卡塔尔石化,15,8000,8000
LLDPE膜料,2025/6/26,2018.AY|埃克森,25.5,7450,7450
LLDPE膜料,2025/6/26,2018.XBU|埃克森,27,7450,7450
LLDPE膜料,2025/6/26,2018.XV(201XV)|福建联合,25.5,7490,7490
LLDPE膜料,2025/6/26,7042|中煤榆林,93,8470,7090
LLDPE膜料,2025/6/26,7042|内蒙宝丰,34,7250,7250
LLDPE膜料,2025/6/26,7042|宁煤,34,7300,7300
LLDPE膜料,2025/6/26,7042|茂名石化,15,7570,7570
LLDPE膜料,2025/6/26,7042|裕龙石化,147,7450,7180
LLDPE膜料,2025/6/26,7042|辽宁宝来,81,7490,7450
LLDPE膜料,2025/6/26,PF-0218-D|加拿大NOVA,127.5,7490,7430
LLDPE膜料,2025/6/27,218WJ|沙特SABIC,24.75,7850,7850
LLDPE膜料,2025/6/27,7042|中海壳牌,54,7570,7450
LLDPE膜料,2025/6/27,7042|茂名石化,9,7550,7550
LLDPE膜料,2025/6/27,7042|裕龙石化,108,7410,7405
LLDPE膜料,2025/6/27,7042|辽宁宝来,216,7465,7450
LLDPE膜料,2025/6/27,DFDC-7050|中海壳牌,27,7820,7820
LLDPE膜料,2025/6/30,1820T|印尼Indorama,25,7400,7400
LLDPE膜料,2025/6/30,218WJ|沙特SABIC,24.75,7830,7830
LLDPE膜料,2025/6/30,222WT|中沙石化,26,7400,7400
LLDPE膜料,2025/6/30,7042N|广东石化,30,7470,7470
LLDPE膜料,2025/6/30,7042|中海壳牌,27,7580,7580
LLDPE膜料,2025/6/30,7042|宁煤,20,7380,7380
LLDPE膜料,2025/6/30,7042|神华包头,66,7620,7560
LLDPE膜料,2025/6/30,7042|裕龙石化,27,7391,7391
LLDPE膜料,2025/6/30,7050|福建联合,32,7745,7745
LLDPE膜料,2025/6/30,PF-0218-D|加拿大NOVA,25.5,7420,7420
LLDPE膜料,2025/7/1,2001|广州石化,30,7440,7440
LLDPE膜料,2025/7/1,22B02|伊朗石化,51,7350,7350
LLDPE膜料,2025/7/1,35BN|鲁清石化,32,7200,7200
LLDPE膜料,2025/7/1,7042|中安联合,32.5,7330,7330
LLDPE膜料,2025/7/1,7042|延长榆能化,42,7370,7370
LLDPE膜料,2025/7/1,7042|浙江石化,54,7410,7390
LLDPE膜料,2025/7/1,7042|海南炼化,27.625,7430,7430
LLDPE膜料,2025/7/1,7042|烟台万华,27,7400,7400
LLDPE膜料,2025/7/1,7042|辽宁宝来,189,7450,7340
LLDPE膜料,2025/7/1,7050|福建联合,30,7730,7730
LLDPE膜料,2025/7/1,7050|科威特,24.75,7850,7850
LLDPE膜料,2025/7/1,LL7610A|泰国PTT,33,7870,7870
LLDPE膜料,2025/7/1,PF-0218-D|加拿大NOVA,76.5,7400,7390
